"Tabela 10295 - Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a), valor do rendimento domiciliar mensal per capita, médio e mediano, por sexo, cor ou raça e grupos de idade"
"Variável - Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) (Reais)"
"Nível";"Cód.";"Município";"Grupo de idade";"Ano x Sexo x Cor ou raça"
"Nível";"Cód.";"Município";"Grupo de idade";"2022"
"Nível";"Cód.";"Município";"Grupo de idade";"Total"
"Nível";"Cód.";"Município";"Grupo de idade";"Total"
"MU";"3524808";"Jales (SP)";"Total";"2077,24"
"MU";"3524907";"Jambeiro (SP)";"Total";"1751,77"
"MU";"3525003";"Jandira (SP)";"Total";"1628,78"
"MU";"3525102";"Jardinópolis (SP)";"Total";"1536,17"
"MU";"3525201";"Jarinu (SP)";"Total";"1368,78"
"MU";"3525300";"Jaú (SP)";"Total";"1751,62"
"MU";"3525409";"Jeriquara (SP)";"Total";"1491,08"
"MU";"3525508";"Joanópolis (SP)";"Total";"1780,73"
"MU";"3525607";"João Ramalho (SP)";"Total";"1261,53"
"MU";"3525706";"José Bonifácio (SP)";"Total";"1697,31"
"MU";"3525805";"Júlio Mesquita (SP)";"Total";"1240,61"
"MU";"3525854";"Jumirim (SP)";"Total";"1366,75"
"MU";"3525904";"Jundiaí (SP)";"Total";"2774,36"
"MU";"3526001";"Junqueirópolis (SP)";"Total";"1638,65"
"MU";"3526100";"Juquiá (SP)";"Total";"1160,51"
"MU";"3526209";"Juquitiba (SP)";"Total";"1076,35"
"MU";"3526308";"Lagoinha (SP)";"Total";"1368,11"
"MU";"3526407";"Laranjal Paulista (SP)";"Total";"1556,49"
"MU";"3526506";"Lavínia (SP)";"Total";"1527,78"
"MU";"3526605";"Lavrinhas (SP)";"Total";"1164,45"
"MU";"3526704";"Leme (SP)";"Total";"1577,91"
"MU";"3526803";"Lençóis Paulista (SP)";"Total";"1795,57"
"MU";"3526902";"Limeira (SP)";"Total";"1932,42"
"MU";"3527009";"Lindóia (SP)";"Total";"1690,27"
"MU";"3527108";"Lins (SP)";"Total";"1864,07"
"MU";"3527207";"Lorena (SP)";"Total";"1673,50"
"MU";"3527256";"Lourdes (SP)";"Total";"1400,55"
"MU";"3527306";"Louveira (SP)";"Total";"2025,97"
"MU";"3527405";"Lucélia (SP)";"Total";"1571,18"
"MU";"3527504";"Lucianópolis (SP)";"Total";"1464,02"
"MU";"3527603";"Luís Antônio (SP)";"Total";"1381,42"
"MU";"3527702";"Luiziânia (SP)";"Total";"1314,88"
"MU";"3527801";"Lupércio (SP)";"Total";"1073,89"
"MU";"3527900";"Lutécia (SP)";"Total";"1451,06"
"MU";"3528007";"Macatuba (SP)";"Total";"1555,42"
"MU";"3528106";"Macaubal (SP)";"Total";"1516,91"
"MU";"3528205";"Macedônia (SP)";"Total";"1428,56"
"MU";"3528304";"Magda (SP)";"Total";"1547,56"
"MU";"3528403";"Mairinque (SP)";"Total";"1607,36"
"MU";"3528502";"Mairiporã (SP)";"Total";"1825,67"
"MU";"3528601";"Manduri (SP)";"Total";"1661,83"
"MU";"3528700";"Marabá Paulista (SP)";"Total";"1197,87"
"MU";"3528809";"Maracaí (SP)";"Total";"1465,29"
"MU";"3528858";"Marapoama (SP)";"Total";"1526,46"
"MU";"3528908";"Mariápolis (SP)";"Total";"1361,35"
"MU";"3529005";"Marília (SP)";"Total";"2024,26"
"MU";"3529104";"Marinópolis (SP)";"Total";"1441,96"
"MU";"3529203";"Martinópolis (SP)";"Total";"1439,59"
"MU";"3529302";"Matão (SP)";"Total";"1700,46"
"MU";"3529401";"Mauá (SP)";"Total";"1478,74"
"MU";"3529500";"Mendonça (SP)";"Total";"1756,32"
"MU";"3529609";"Meridiano (SP)";"Total";"1579,55"
"MU";"3529658";"Mesópolis (SP)";"Total";"1278,93"
"MU";"3529708";"Miguelópolis (SP)";"Total";"1416,73"
"MU";"3529807";"Mineiros do Tietê (SP)";"Total";"1304,70"
"MU";"3529906";"Miracatu (SP)";"Total";"1125,40"
"MU";"3530003";"Mira Estrela (SP)";"Total";"1291,65"
"MU";"3530102";"Mirandópolis (SP)";"Total";"1683,93"
"MU";"3530201";"Mirante do Paranapanema (SP)";"Total";"1182,36"
"MU";"3530300";"Mirassol (SP)";"Total";"2049,55"
"MU";"3530409";"Mirassolândia (SP)";"Total";"1322,05"
"MU";"3530508";"Mococa (SP)";"Total";"1693,15"
"MU";"3530607";"Mogi das Cruzes (SP)";"Total";"1851,39"
"MU";"3530706";"Mogi Guaçu (SP)";"Total";"1747,34"
"MU";"3530805";"Mogi Mirim (SP)";"Total";"2026,17"
"MU";"3530904";"Mombuca (SP)";"Total";"1274,03"
"MU";"3531001";"Monções (SP)";"Total";"1338,77"
"MU";"3531100";"Mongaguá (SP)";"Total";"1287,82"
"MU";"3531209";"Monte Alegre do Sul (SP)";"Total";"1992,61"
"MU";"3531308";"Monte Alto (SP)";"Total";"1861,15"
"MU";"3531407";"Monte Aprazível (SP)";"Total";"1691,50"
"MU";"3531506";"Monte Azul Paulista (SP)";"Total";"1799,99"
"MU";"3531605";"Monte Castelo (SP)";"Total";"1402,16"
"MU";"3531704";"Monteiro Lobato (SP)";"Total";"1471,13"
"MU";"3531803";"Monte Mor (SP)";"Total";"1367,63"
"MU";"3531902";"Morro Agudo (SP)";"Total";"1397,00"
"MU";"3532009";"Morungaba (SP)";"Total";"1680,58"
"MU";"3532058";"Motuca (SP)";"Total";"1479,74"
"MU";"3532108";"Murutinga do Sul (SP)";"Total";"1502,97"
"MU";"3532157";"Nantes (SP)";"Total";"1361,26"
"MU";"3532207";"Narandiba (SP)";"Total";"1397,19"
"MU";"3532306";"Natividade da Serra (SP)";"Total";"1183,61"
"MU";"3532405";"Nazaré Paulista (SP)";"Total";"1356,62"
"MU";"3532504";"Neves Paulista (SP)";"Total";"1828,88"
"MU";"3532603";"Nhandeara (SP)";"Total";"1668,97"
"MU";"3532702";"Nipoã (SP)";"Total";"1346,36"
"MU";"3532801";"Nova Aliança (SP)";"Total";"1565,88"
"MU";"3532827";"Nova Campina (SP)";"Total";"926,06"
"MU";"3532843";"Nova Canaã Paulista (SP)";"Total";"1499,45"
"MU";"3532868";"Nova Castilho (SP)";"Total";"1681,27"
"MU";"3532900";"Nova Europa (SP)";"Total";"1301,87"
"MU";"3533007";"Nova Granada (SP)";"Total";"1455,77"
"MU";"3533106";"Nova Guataporanga (SP)";"Total";"1356,94"
"MU";"3533205";"Nova Independência (SP)";"Total";"1422,32"
"MU";"3533254";"Novais (SP)";"Total";"1145,17"
"MU";"3533304";"Nova Luzitânia (SP)";"Total";"1254,56"
"MU";"3533403";"Nova Odessa (SP)";"Total";"1934,32"
"MU";"3533502";"Novo Horizonte (SP)";"Total";"1693,96"
"MU";"3533601";"Nuporanga (SP)";"Total";"1765,43"
"MU";"3533700";"Ocauçu (SP)";"Total";"1349,57"
"MU";"3533809";"Óleo (SP)";"Total";"1376,51"
"MU";"3533908";"Olímpia (SP)";"Total";"1674,78"
"MU";"3534005";"Onda Verde (SP)";"Total";"1480,85"
"MU";"3534104";"Oriente (SP)";"Total";"1590,53"
"MU";"3534203";"Orindiúva (SP)";"Total";"1567,59"
"MU";"3534302";"Orlândia (SP)";"Total";"1737,14"
"MU";"3534401";"Osasco (SP)";"Total";"1951,14"
"MU";"3534500";"Oscar Bressane (SP)";"Total";"1469,93"
"MU";"3534609";"Osvaldo Cruz (SP)";"Total";"1773,28"
"MU";"3534708";"Ourinhos (SP)";"Total";"1834,77"
"MU";"3534757";"Ouroeste (SP)";"Total";"1715,52"
"MU";"3534807";"Ouro Verde (SP)";"Total";"1167,79"
"MU";"3534906";"Pacaembu (SP)";"Total";"1561,57"
"MU";"3535002";"Palestina (SP)";"Total";"1569,56"
"MU";"3535101";"Palmares Paulista (SP)";"Total";"1390,30"
"MU";"3535200";"Palmeira d'Oeste (SP)";"Total";"1515,31"
"MU";"3535309";"Palmital (SP)";"Total";"1582,67"
"MU";"3535408";"Panorama (SP)";"Total";"1347,66"
"MU";"3535507";"Paraguaçu Paulista (SP)";"Total";"1546,02"
"MU";"3535606";"Paraibuna (SP)";"Total";"1390,47"
"MU";"3535705";"Paraíso (SP)";"Total";"1744,46"
"MU";"3535804";"Paranapanema (SP)";"Total";"1579,99"
"MU";"3535903";"Paranapuã (SP)";"Total";"1515,68"
"MU";"3536000";"Parapuã (SP)";"Total";"1490,20"
"MU";"3536109";"Pardinho (SP)";"Total";"1633,36"
"MU";"3536208";"Pariquera-Açu (SP)";"Total";"1435,07"
"MU";"3536257";"Parisi (SP)";"Total";"1359,26"
"MU";"3536307";"Patrocínio Paulista (SP)";"Total";"1342,63"
"MU";"3536406";"Paulicéia (SP)";"Total";"1196,60"
"MU";"3536505";"Paulínia (SP)";"Total";"2680,07"
"MU";"3536570";"Paulistânia (SP)";"Total";"1337,04"
"MU";"3536604";"Paulo de Faria (SP)";"Total";"1373,91"
"MU";"3536703";"Pederneiras (SP)";"Total";"1528,30"
"MU";"3536802";"Pedra Bela (SP)";"Total";"1372,00"
"MU";"3536901";"Pedranópolis (SP)";"Total";"1530,81"
"MU";"3537008";"Pedregulho (SP)";"Total";"1428,33"
"MU";"3537107";"Pedreira (SP)";"Total";"1769,50"
"MU";"3537156";"Pedrinhas Paulista (SP)";"Total";"1839,31"
"MU";"3537206";"Pedro de Toledo (SP)";"Total";"1125,29"
"MU";"3537305";"Penápolis (SP)";"Total";"1737,74"
"MU";"3537404";"Pereira Barreto (SP)";"Total";"1619,12"
"MU";"3537503";"Pereiras (SP)";"Total";"1397,46"
"MU";"3537602";"Peruíbe (SP)";"Total";"1407,11"
"MU";"3537701";"Piacatu (SP)";"Total";"1450,85"
"MU";"3537800";"Piedade (SP)";"Total";"1446,28"
"MU";"3537909";"Pilar do Sul (SP)";"Total";"1571,17"
"MU";"3538006";"Pindamonhangaba (SP)";"Total";"1610,98"
"MU";"3538105";"Pindorama (SP)";"Total";"1694,67"
"MU";"3538204";"Pinhalzinho (SP)";"Total";"1382,52"
"MU";"3538303";"Piquerobi (SP)";"Total";"1304,25"
"MU";"3538501";"Piquete (SP)";"Total";"1321,99"
"MU";"3538600";"Piracaia (SP)";"Total";"1603,66"
"MU";"3538709";"Piracicaba (SP)";"Total";"2145,67"
"MU";"3538808";"Piraju (SP)";"Total";"1659,91"
"MU";"3538907";"Pirajuí (SP)";"Total";"1707,81"
"MU";"3539004";"Pirangi (SP)";"Total";"1696,01"
"MU";"3539103";"Pirapora do Bom Jesus (SP)";"Total";"1199,19"
"MU";"3539202";"Pirapozinho (SP)";"Total";"1546,97"
"MU";"3539301";"Pirassununga (SP)";"Total";"2014,47"
"MU";"3539400";"Piratininga (SP)";"Total";"2157,60"
"MU";"3539509";"Pitangueiras (SP)";"Total";"1363,54"
"MU";"3539608";"Planalto (SP)";"Total";"1363,79"
"MU";"3539707";"Platina (SP)";"Total";"1317,54"
"MU";"3539806";"Poá (SP)";"Total";"1476,59"
"MU";"3539905";"Poloni (SP)";"Total";"1589,47"
"MU";"3540002";"Pompéia (SP)";"Total";"1904,12"
"MU";"3540101";"Pongaí (SP)";"Total";"1724,87"
"MU";"3540200";"Pontal (SP)";"Total";"1384,14"
"MU";"3540259";"Pontalinda (SP)";"Total";"1217,50"
"MU";"3540309";"Pontes Gestal (SP)";"Total";"1493,44"
"MU";"3540408";"Populina (SP)";"Total";"1340,00"
"MU";"3540507";"Porangaba (SP)";"Total";"1451,19"
"MU";"3540606";"Porto Feliz (SP)";"Total";"1626,03"
"MU";"3540705";"Porto Ferreira (SP)";"Total";"1719,41"
"MU";"3540754";"Potim (SP)";"Total";"1092,82"
"MU";"3540804";"Potirendaba (SP)";"Total";"1696,31"
"MU";"3540853";"Pracinha (SP)";"Total";"1252,86"
"MU";"3540903";"Pradópolis (SP)";"Total";"1538,35"
"MU";"3541000";"Praia Grande (SP)";"Total";"1795,56"
"MU";"3541059";"Pratânia (SP)";"Total";"1368,51"
"MU";"3541109";"Presidente Alves (SP)";"Total";"1520,64"
"MU";"3541208";"Presidente Bernardes (SP)";"Total";"1619,00"
"MU";"3541307";"Presidente Epitácio (SP)";"Total";"1428,42"
"MU";"3541406";"Presidente Prudente (SP)";"Total";"2104,17"
"MU";"3541505";"Presidente Venceslau (SP)";"Total";"1954,88"
"MU";"3541604";"Promissão (SP)";"Total";"1506,74"
"MU";"3541653";"Quadra (SP)";"Total";"1517,01"
"MU";"3541703";"Quatá (SP)";"Total";"1377,34"
"MU";"3541802";"Queiroz (SP)";"Total";"1374,71"
"MU";"3541901";"Queluz (SP)";"Total";"1157,07"
"MU";"3542008";"Quintana (SP)";"Total";"1452,52"
"MU";"3542107";"Rafard (SP)";"Total";"1616,59"
"MU";"3542206";"Rancharia (SP)";"Total";"1424,04"
"MU";"3542305";"Redenção da Serra (SP)";"Total";"1108,67"
"MU";"3542404";"Regente Feijó (SP)";"Total";"1607,09"
"MU";"3542503";"Reginópolis (SP)";"Total";"1654,56"
"MU";"3542602";"Registro (SP)";"Total";"1533,08"
"MU";"3542701";"Restinga (SP)";"Total";"1215,00"
"MU";"3542800";"Ribeira (SP)";"Total";"1092,39"
"MU";"3542909";"Ribeirão Bonito (SP)";"Total";"1436,29"
"MU";"3543006";"Ribeirão Branco (SP)";"Total";"1023,29"
"MU";"3543105";"Ribeirão Corrente (SP)";"Total";"1222,84"
"MU";"3543204";"Ribeirão do Sul (SP)";"Total";"1402,27"
"MU";"3543238";"Ribeirão dos Índios (SP)";"Total";"1309,36"
"MU";"3543253";"Ribeirão Grande (SP)";"Total";"1110,80"
"MU";"3543303";"Ribeirão Pires (SP)";"Total";"1660,30"
"MU";"3543402";"Ribeirão Preto (SP)";"Total";"2507,29"
"MU";"3543501";"Riversul (SP)";"Total";"1032,65"
"MU";"3543600";"Rifaina (SP)";"Total";"1599,06"
"MU";"3543709";"Rincão (SP)";"Total";"1396,80"
"MU";"3543808";"Rinópolis (SP)";"Total";"1359,86"
"MU";"3543907";"Rio Claro (SP)";"Total";"2056,67"
"MU";"3544004";"Rio das Pedras (SP)";"Total";"1563,69"
"MU";"3544103";"Rio Grande da Serra (SP)";"Total";"1233,69"
"MU";"3544202";"Riolândia (SP)";"Total";"1152,39"
"MU";"3544251";"Rosana (SP)";"Total";"1598,65"
"MU";"3544301";"Roseira (SP)";"Total";"1393,07"
"MU";"3544400";"Rubiácea (SP)";"Total";"1214,43"
"MU";"3544509";"Rubinéia (SP)";"Total";"1417,38"
"MU";"3544608";"Sabino (SP)";"Total";"1431,47"
"MU";"3544707";"Sagres (SP)";"Total";"1184,76"
"MU";"3544806";"Sales (SP)";"Total";"1449,56"
"MU";"3544905";"Sales Oliveira (SP)";"Total";"1668,02"
"MU";"3545001";"Salesópolis (SP)";"Total";"1326,05"
"MU";"3545100";"Salmourão (SP)";"Total";"1280,67"
"MU";"3545159";"Saltinho (SP)";"Total";"1814,85"
"MU";"3545209";"Salto (SP)";"Total";"1902,87"
"MU";"3545308";"Salto de Pirapora (SP)";"Total";"1536,70"
"MU";"3545407";"Salto Grande (SP)";"Total";"1320,50"
"MU";"3545506";"Sandovalina (SP)";"Total";"1322,62"
"MU";"3545605";"Santa Adélia (SP)";"Total";"1450,23"
"MU";"3545704";"Santa Albertina (SP)";"Total";"1489,31"
"MU";"3545803";"Santa Bárbara d'Oeste (SP)";"Total";"1877,28"
"MU";"3546009";"Santa Branca (SP)";"Total";"1448,84"
"MU";"3546108";"Santa Clara d'Oeste (SP)";"Total";"1467,76"
"MU";"3546207";"Santa Cruz da Conceição (SP)";"Total";"1761,73"
"MU";"3546256";"Santa Cruz da Esperança (SP)";"Total";"1486,50"
"MU";"3546306";"Santa Cruz das Palmeiras (SP)";"Total";"1607,04"
"MU";"3546405";"Santa Cruz do Rio Pardo (SP)";"Total";"1738,78"
"MU";"3546504";"Santa Ernestina (SP)";"Total";"1533,31"
"MU";"3546603";"Santa Fé do Sul (SP)";"Total";"1938,25"
"MU";"3546702";"Santa Gertrudes (SP)";"Total";"1593,01"
"MU";"3546801";"Santa Isabel (SP)";"Total";"1412,60"
"MU";"3546900";"Santa Lúcia (SP)";"Total";"1388,30"
"MU";"3547007";"Santa Maria da Serra (SP)";"Total";"1491,60"
"MU";"3547106";"Santa Mercedes (SP)";"Total";"1549,88"
"MU";"3547205";"Santana da Ponte Pensa (SP)";"Total";"1574,52"
"MU";"3547304";"Santana de Parnaíba (SP)";"Total";"3465,07"
"MU";"3547403";"Santa Rita d'Oeste (SP)";"Total";"1350,25"
"MU";"3547502";"Santa Rita do Passa Quatro (SP)";"Total";"1753,02"
"MU";"3547601";"Santa Rosa de Viterbo (SP)";"Total";"1588,13"
"MU";"3547650";"Santa Salete (SP)";"Total";"1589,31"
"MU";"3547700";"Santo Anastácio (SP)";"Total";"1557,89"
"MU";"3547809";"Santo André (SP)";"Total";"2460,93"
"MU";"3547908";"Santo Antônio da Alegria (SP)";"Total";"1366,48"
"MU";"3548005";"Santo Antônio de Posse (SP)";"Total";"1423,41"
"MU";"3548054";"Santo Antônio do Aracanguá (SP)";"Total";"1499,77"
"MU";"3548104";"Santo Antônio do Jardim (SP)";"Total";"1487,79"
"MU";"3548203";"Santo Antônio do Pinhal (SP)";"Total";"1728,57"
"MU";"3548302";"Santo Expedito (SP)";"Total";"1258,52"
"MU";"3548401";"Santópolis do Aguapeí (SP)";"Total";"1254,45"
"MU";"3548500";"Santos (SP)";"Total";"3237,52"
"MU";"3548609";"São Bento do Sapucaí (SP)";"Total";"1710,26"
"MU";"3548708";"São Bernardo do Campo (SP)";"Total";"2229,41"
"MU";"3548807";"São Caetano do Sul (SP)";"Total";"3884,58"
"MU";"3548906";"São Carlos (SP)";"Total";"2281,26"
"MU";"3549003";"São Francisco (SP)";"Total";"1574,40"
"MU";"3549102";"São João da Boa Vista (SP)";"Total";"1961,78"
"MU";"3549201";"São João das Duas Pontes (SP)";"Total";"1560,38"
"MU";"3549250";"São João de Iracema (SP)";"Total";"1454,39"
"MU";"3549300";"São João do Pau d'Alho (SP)";"Total";"1578,37"
"MU";"3549409";"São Joaquim da Barra (SP)";"Total";"1577,23"
"MU";"3549508";"São José da Bela Vista (SP)";"Total";"1171,92"
"MU";"3549607";"São José do Barreiro (SP)";"Total";"1251,77"
"MU";"3549706";"São José do Rio Pardo (SP)";"Total";"1547,43"
"MU";"3549805";"São José do Rio Preto (SP)";"Total";"2410,09"
"MU";"3549904";"São José dos Campos (SP)";"Total";"2276,81"
"MU";"3549953";"São Lourenço da Serra (SP)";"Total";"1374,59"
"MU";"3550001";"São Luiz do Paraitinga (SP)";"Total";"1465,87"
"MU";"3550100";"São Manuel (SP)";"Total";"1448,66"
"MU";"3550209";"São Miguel Arcanjo (SP)";"Total";"1302,75"
"MU";"3550308";"São Paulo (SP)";"Total";"2713,36"
"MU";"3550407";"São Pedro (SP)";"Total";"1747,04"
"MU";"3550506";"São Pedro do Turvo (SP)";"Total";"1416,03"
"MU";"3550605";"São Roque (SP)";"Total";"2014,74"
"MU";"3550704";"São Sebastião (SP)";"Total";"1607,55"
"MU";"3550803";"São Sebastião da Grama (SP)";"Total";"1428,62"
"MU";"3550902";"São Simão (SP)";"Total";"1642,69"
"MU";"3551009";"São Vicente (SP)";"Total";"1451,91"
"MU";"3551108";"Sarapuí (SP)";"Total";"1495,18"
"MU";"3551207";"Sarutaiá (SP)";"Total";"1165,06"
"MU";"3551306";"Sebastianópolis do Sul (SP)";"Total";"1667,35"
"MU";"3551405";"Serra Azul (SP)";"Total";"1340,01"
"MU";"3551504";"Serrana (SP)";"Total";"1283,46"
"MU";"3551603";"Serra Negra (SP)";"Total";"1836,39"
"MU";"3551702";"Sertãozinho (SP)";"Total";"1797,64"
"MU";"3551801";"Sete Barras (SP)";"Total";"1004,06"
"MU";"3551900";"Severínia (SP)";"Total";"1360,31"
"MU";"3552007";"Silveiras (SP)";"Total";"1153,40"
"MU";"3552106";"Socorro (SP)";"Total";"1787,74"
"MU";"3552205";"Sorocaba (SP)";"Total";"2165,31"
"MU";"3552304";"Sud Mennucci (SP)";"Total";"1361,70"
"MU";"3552403";"Sumaré (SP)";"Total";"1586,30"
"MU";"3552502";"Suzano (SP)";"Total";"1407,50"
"MU";"3552551";"Suzanápolis (SP)";"Total";"1343,10"
"MU";"3552601";"Tabapuã (SP)";"Total";"1674,01"
"MU";"3552700";"Tabatinga (SP)";"Total";"1493,36"
"MU";"3552809";"Taboão da Serra (SP)";"Total";"1740,20"
"MU";"3552908";"Taciba (SP)";"Total";"1391,05"
"MU";"3553005";"Taguaí (SP)";"Total";"1290,18"
"MU";"3553104";"Taiaçu (SP)";"Total";"1340,52"
"MU";"3553203";"Taiúva (SP)";"Total";"1644,90"
"MU";"3553302";"Tambaú (SP)";"Total";"1702,58"
"MU";"3553401";"Tanabi (SP)";"Total";"1480,38"
"MU";"3553500";"Tapiraí (SP)";"Total";"1156,39"
"MU";"3553609";"Tapiratiba (SP)";"Total";"1422,36"
"MU";"3553658";"Taquaral (SP)";"Total";"1606,61"
"MU";"3553708";"Taquaritinga (SP)";"Total";"1620,23"
"MU";"3553807";"Taquarituba (SP)";"Total";"1515,25"
"MU";"3553856";"Taquarivaí (SP)";"Total";"1253,48"
"MU";"3553906";"Tarabai (SP)";"Total";"1266,70"
"MU";"3553955";"Tarumã (SP)";"Total";"1307,96"
"MU";"3554003";"Tatuí (SP)";"Total";"1558,09"
"MU";"3554102";"Taubaté (SP)";"Total";"1941,51"
"MU";"3554201";"Tejupá (SP)";"Total";"1042,07"
"MU";"3554300";"Teodoro Sampaio (SP)";"Total";"1337,30"
"MU";"3554409";"Terra Roxa (SP)";"Total";"1605,47"
"MU";"3554508";"Tietê (SP)";"Total";"2011,60"
"MU";"3554607";"Timburi (SP)";"Total";"1241,59"
"MU";"3554656";"Torre de Pedra (SP)";"Total";"1344,68"
"MU";"3554706";"Torrinha (SP)";"Total";"1525,18"
"MU";"3554755";"Trabiju (SP)";"Total";"1217,77"
"MU";"3554805";"Tremembé (SP)";"Total";"1946,41"
"MU";"3554904";"Três Fronteiras (SP)";"Total";"1569,16"
"MU";"3554953";"Tuiuti (SP)";"Total";"1438,03"
"MU";"3555000";"Tupã (SP)";"Total";"1848,89"
"MU";"3555109";"Tupi Paulista (SP)";"Total";"1947,45"
"MU";"3555208";"Turiúba (SP)";"Total";"1691,07"
"MU";"3555307";"Turmalina (SP)";"Total";"1793,09"
"MU";"3555356";"Ubarana (SP)";"Total";"1156,09"
"MU";"3555406";"Ubatuba (SP)";"Total";"1615,62"
"MU";"3555505";"Ubirajara (SP)";"Total";"1339,15"
"MU";"3555604";"Uchoa (SP)";"Total";"1575,95"
"MU";"3555703";"União Paulista (SP)";"Total";"1330,00"
"MU";"3555802";"Urânia (SP)";"Total";"1502,78"
"MU";"3555901";"Uru (SP)";"Total";"1489,99"
"MU";"3556008";"Urupês (SP)";"Total";"1630,42"
"MU";"3556107";"Valentim Gentil (SP)";"Total";"1475,19"
"MU";"3556206";"Valinhos (SP)";"Total";"3127,28"
"MU";"3556305";"Valparaíso (SP)";"Total";"1439,26"
"MU";"3556354";"Vargem (SP)";"Total";"1452,82"
"MU";"3556404";"Vargem Grande do Sul (SP)";"Total";"1350,12"
"MU";"3556453";"Vargem Grande Paulista (SP)";"Total";"1929,62"
"MU";"3556503";"Várzea Paulista (SP)";"Total";"1446,57"
"MU";"3556602";"Vera Cruz (SP)";"Total";"1513,70"
"MU";"3556701";"Vinhedo (SP)";"Total";"3247,77"
"MU";"3556800";"Viradouro (SP)";"Total";"1399,34"
"MU";"3556909";"Vista Alegre do Alto (SP)";"Total";"1473,26"
"MU";"3556958";"Vitória Brasil (SP)";"Total";"1415,49"
"MU";"3557006";"Votorantim (SP)";"Total";"1837,40"
"MU";"3557105";"Votuporanga (SP)";"Total";"1789,36"
"MU";"3557154";"Zacarias (SP)";"Total";"1437,75"
"MU";"3557204";"Chavantes (SP)";"Total";"1348,48"
"MU";"3557303";"Estiva Gerbi (SP)";"Total";"1645,48"
"MU";"4100103";"Abatiá (PR)";"Total";"1096,83"
"MU";"4100202";"Adrianópolis (PR)";"Total";"1182,06"
"MU";"4100301";"Agudos do Sul (PR)";"Total";"1296,35"
"MU";"4100400";"Almirante Tamandaré (PR)";"Total";"1352,58"
"MU";"4100459";"Altamira do Paraná (PR)";"Total";"1382,24"
"MU";"4100509";"Altônia (PR)";"Total";"1362,99"
"MU";"4100608";"Alto Paraná (PR)";"Total";"1448,91"
"MU";"4100707";"Alto Piquiri (PR)";"Total";"1180,60"
"MU";"4100806";"Alvorada do Sul (PR)";"Total";"1538,57"
"MU";"4100905";"Amaporã (PR)";"Total";"1067,49"
"MU";"4101002";"Ampére (PR)";"Total";"1815,06"
"MU";"4101051";"Anahy (PR)";"Total";"1370,33"
"MU";"4101101";"Andirá (PR)";"Total";"1578,21"
"MU";"4101150";"Ângulo (PR)";"Total";"1394,70"
"MU";"4101200";"Antonina (PR)";"Total";"1211,84"
"MU";"4101309";"Antônio Olinto (PR)";"Total";"1190,28"
"MU";"4101408";"Apucarana (PR)";"Total";"1770,29"
"MU";"4101507";"Arapongas (PR)";"Total";"1778,09"
"MU";"4101606";"Arapoti (PR)";"Total";"1526,02"
"MU";"4101655";"Arapuã (PR)";"Total";"1226,76"
"MU";"4101705";"Araruna (PR)";"Total";"1513,63"
"MU";"4101804";"Araucária (PR)";"Total";"1600,99"
"MU";"4101853";"Ariranha do Ivaí (PR)";"Total";"1383,07"
"MU";"4101903";"Assaí (PR)";"Total";"1275,36"
"MU";"4102000";"Assis Chateaubriand (PR)";"Total";"1672,22"
"MU";"4102109";"Astorga (PR)";"Total";"1554,91"
"MU";"4102208";"Atalaia (PR)";"Total";"1709,41"
"MU";"4102307";"Balsa Nova (PR)";"Total";"1606,33"
"MU";"4102406";"Bandeirantes (PR)";"Total";"1502,12"
"MU";"4102505";"Barbosa Ferraz (PR)";"Total";"1309,84"
"MU";"4102604";"Barracão (PR)";"Total";"1469,89"
"MU";"4102703";"Barra do Jacaré (PR)";"Total";"1473,07"
"MU";"4102752";"Bela Vista da Caroba (PR)";"Total";"1750,40"
"MU";"4102802";"Bela Vista do Paraíso (PR)";"Total";"1399,26"
"MU";"4102901";"Bituruna (PR)";"Total";"1382,61"
"MU";"4103008";"Boa Esperança (PR)";"Total";"1556,08"
"MU";"4103024";"Boa Esperança do Iguaçu (PR)";"Total";"2185,28"
"MU";"4103040";"Boa Ventura de São Roque (PR)";"Total";"1567,86"
"MU";"4103057";"Boa Vista da Aparecida (PR)";"Total";"1272,15"
"MU";"4103107";"Bocaiúva do Sul (PR)";"Total";"1328,20"
"MU";"4103156";"Bom Jesus do Sul (PR)";"Total";"1545,13"
"MU";"4103206";"Bom Sucesso (PR)";"Total";"1387,30"
"MU";"4103222";"Bom Sucesso do Sul (PR)";"Total";"1788,27"
"MU";"4103305";"Borrazópolis (PR)";"Total";"1549,47"
"MU";"4103354";"Braganey (PR)";"Total";"1317,26"
"MU";"4103370";"Brasilândia do Sul (PR)";"Total";"1443,73"
"MU";"4103404";"Cafeara (PR)";"Total";"1490,03"
"MU";"4103453";"Cafelândia (PR)";"Total";"1712,31"
"MU";"4103479";"Cafezal do Sul (PR)";"Total";"1393,28"
"MU";"4103503";"Califórnia (PR)";"Total";"1415,61"
"MU";"4103602";"Cambará (PR)";"Total";"1436,07"
"MU";"4103701";"Cambé (PR)";"Total";"1753,93"
"MU";"4103800";"Cambira (PR)";"Total";"1624,96"
